genes troughs peaks
AT4G21140 ZT0 ZT12
AT4G21150 ZT0 ZT12
AT4G21180 ZT16 ZT4
AT4G21210 ZT4 ZT16
AT4G20430 ZT0 ZT8
AT4G20390 ZT20 ZT4
AT4G20410 ZT4 ZT8
AT4G20380 ZT12 ZT0
AT4G20360 ZT8 ZT16
AT4G20760 ZT0 ZT8
AT4G20780 ZT4 ZT16
AT4G20300 ZT8 ZT0
AT4G20020 ZT0 ZT8
AT4G20070 ZT8 ZT0
AT4G20090 ZT20 ZT12
AT4G20110 ZT0 ZT12
AT4G20010 ZT0 ZT12
AT4G19985 ZT4 ZT20
AT4G20170 ZT8 ZT0
AT4G20270 ZT4 ZT16
AT4G19580 ZT8 ZT16
AT4G19650 ZT0 ZT8
AT4G19660 ZT16 ZT12
AT4G19710 ZT16 ZT4
AT4G19810 ZT4 ZT0
AT4G19820 ZT16 ZT0
AT4G19830 ZT12 ZT0
AT4G19860 ZT12 ZT20
AT4G19880 ZT4 ZT16
AT4G19840 ZT4 ZT20
unknown_799 ZT16 ZT12
AT4G19140 ZT12 ZT0
AT4G19200 ZT8 ZT0
AT4G19160 ZT12 ZT16
AT4G19120 ZT0 ZT8
AT4G19170 ZT12 ZT4
AT4G19130 ZT0 ZT12
AT4G19370 ZT8 ZT4
AT4G19380 ZT12 ZT0
AT4G19420 ZT12 ZT0
AT4G19460 ZT12 ZT0
AT4G19350 ZT4 ZT16
AT4G19410 ZT4 ZT0
unknown_805 ZT0 ZT8
AT4G19390 ZT4 ZT16
AT4G19500 ZT12 ZT20
AT4G19510 ZT8 ZT0
AT4G18880 ZT0 ZT12
AT4G18930 ZT0 ZT8
AT4G18975 ZT0 ZT12
unknown_808 ZT12 ZT4
AT4G18950 ZT0 ZT12
AT4G18970 ZT16 ZT4
AT4G18710 ZT12 ZT0
AT4G18480 ZT16 ZT4
AT4G18400 ZT4 ZT20
AT4G18425 ZT16 ZT4
AT4G18700 ZT12 ZT0
AT4G18740 ZT12 ZT0
AT4G18800 ZT4 ZT12
AT4G18810 ZT8 ZT20
AT4G18510 ZT20 ZT8
AT4G18520 ZT0 ZT8
AT4G18530 ZT0 ZT8
AT4G18570 ZT20 ZT4
AT4G18160 ZT8 ZT0
AT4G18040 ZT20 ZT4
AT4G18240 ZT0 ZT8
AT4G18270 ZT0 ZT8
AT4G18340 ZT8 ZT0
AT4G18280 ZT0 ZT8
AT4G18350 ZT12 ZT4
AT4G18370 ZT4 ZT20
AT4G18390 ZT0 ZT8
AT4G18140 ZT8 ZT0
AT4G13640 ZT4 ZT8
AT4G13800 ZT20 ZT4
AT4G13850 ZT20 ZT12
AT4G13770 ZT16 ZT8
AT4G13830 ZT12 ZT4
AT4G17830 ZT0 ZT12
AT4G17840 ZT8 ZT0
AT4G17880 ZT8 ZT0
unknown_816 ZT4 ZT16
AT4G17970 ZT16 ZT0
AT4G18030 ZT0 ZT4
AT4G17870 ZT8 ZT0
AT4G13560 ZT4 ZT0
AT4G13510 ZT4 ZT12
AT4G13670 ZT4 ZT12
AT4G13730 ZT12 ZT0
AT4G13750 ZT0 ZT8
AT4G13810 ZT0 ZT12
AT4G13840 ZT0 ZT4
AT4G13430 ZT0 ZT8
AT4G13345 ZT0 ZT12
AT4G12980 ZT12 ZT4
AT4G13160 ZT8 ZT0
AT4G13220 ZT12 ZT0
AT4G13180 ZT16 ZT0
AT4G13170 ZT20 ZT8
AT4G13250 ZT0 ZT12
AT4G13340 ZT12 ZT16
AT4G13360 ZT4 ZT12
AT4G12750 ZT0 ZT8
AT4G12830 ZT0 ZT12
AT4G12720 ZT8 ZT16
AT4G12890 ZT0 ZT8
AT4G12690 ZT12 ZT0
AT4G12790 ZT8 ZT0
AT4G12800 ZT16 ZT8
AT4G12910 ZT4 ZT8
AT4G13000 ZT20 ZT4
AT4G13090 ZT12 ZT4
AT4G13100 ZT4 ZT12
AT4G13010 ZT16 ZT4
AT4G12390 ZT8 ZT0
AT4G12420 ZT12 ZT0
AT4G12440 ZT12 ZT0
AT4G12570 ZT12 ZT0
AT4G12650 ZT20 ZT4
AT4G12590 ZT0 ZT8
AT4G12600 ZT20 ZT8
unknown_827 ZT4 ZT12
unknown_828 ZT0 ZT12
AT4G12400 ZT16 ZT12
AT4G11860 ZT8 ZT0
AT4G11820 ZT0 ZT4
AT4G11830 ZT4 ZT16
AT4G11850 ZT0 ZT12
AT4G12000 ZT8 ZT0
AT4G12130 ZT4 ZT12
AT4G12070 ZT0 ZT8
AT4G12060 ZT0 ZT16
AT4G12030 ZT0 ZT4
unknown_831 ZT20 ZT4
AT4G11890 ZT0 ZT12
AT4G11900 ZT4 ZT12
AT4G11560 ZT0 ZT12
AT4G11570 ZT16 ZT4
AT4G11760 ZT20 ZT8
AT4G11600 ZT0 ZT8
AT4G11740 ZT16 ZT8
AT4G11840 ZT0 ZT12
AT4G11880 ZT0 ZT16
AT4G11175 ZT0 ZT4
AT4G11100 ZT4 ZT16
AT4G11290 ZT12 ZT8
unknown_835 ZT0 ZT8
AT4G11260 ZT0 ZT16
AT4G11370 ZT4 ZT8
AT4G11240 ZT4 ZT0
AT4G11330 ZT16 ZT0
AT4G11410 ZT8 ZT12
AT4G11460 ZT4 ZT0
AT4G11120 ZT0 ZT12
AT4G10790 ZT12 ZT4
AT4G10770 ZT12 ZT4
AT4G10940 ZT20 ZT16
AT4G11000 ZT20 ZT12
AT4G10925 ZT12 ZT0
AT4G11010 ZT0 ZT12
unknown_841 ZT20 ZT8
AT4G11080 ZT0 ZT8
AT4G10340 ZT16 ZT8
AT4G10550 ZT0 ZT12
AT4G10450 ZT20 ZT4
AT4G10480 ZT0 ZT4
AT4G10620 ZT20 ZT4
AT4G09760 ZT16 ZT8
AT4G09830 ZT4 ZT0
AT4G09970 ZT4 ZT20
AT4G10060 ZT12 ZT20
AT4G10040 ZT16 ZT0
AT4G10030 ZT8 ZT0
AT4G10000 ZT0 ZT12
AT4G10120 ZT8 ZT20
AT4G10100 ZT8 ZT0
AT4G10090 ZT20 ZT4
AT4G10330 ZT12 ZT0
AT4G09900 ZT0 ZT4
AT4G09890 ZT8 ZT0
AT4G09490 ZT8 ZT20
AT4G09500 ZT20 ZT12
unknown_852 ZT4 ZT12
AT4G09460 ZT4 ZT20
AT4G09510 ZT0 ZT4
AT4G09570 ZT0 ZT12
AT4G09620 ZT8 ZT20
AT4G09640 ZT4 ZT20
AT4G09650 ZT16 ZT4
AT4G09610 ZT12 ZT16
AT4G09810 ZT4 ZT8
AT4G09420 ZT12 ZT20
AT4G08930 ZT12 ZT0
AT4G08950 ZT8 ZT0
AT4G08980 ZT8 ZT0
AT4G08960 ZT20 ZT4
AT4G08920 ZT12 ZT0
AT4G09020 ZT0 ZT8
AT4G09010 ZT16 ZT8
unknown_861 ZT4 ZT16
AT4G09030 ZT8 ZT0
AT4G09340 ZT0 ZT8
AT4G09320 ZT0 ZT12
AT4G08590 ZT20 ZT4
AT4G08850 ZT4 ZT12
AT4G08480 ZT4 ZT12
AT4G08300 ZT8 ZT4
AT4G08290 ZT12 ZT0
AT4G08240 ZT16 ZT4
AT4G08330 ZT4 ZT0
unknown_884 ZT16 ZT4
AT4G08390 ZT20 ZT12
AT4G08430 ZT4 ZT12
AT4G08470 ZT0 ZT12
AT4G08160 ZT16 ZT4
AT4G07990 ZT0 ZT12
unknown_931 ZT8 ZT16
unknown_936 ZT8 ZT16
unknown_938 ZT0 ZT12
AT4G05410 ZT20 ZT8
AT4G05440 ZT0 ZT8
AT4G05460 ZT4 ZT0
AT4G05330 ZT4 ZT20
AT4G05450 ZT0 ZT12
AT4G05520 ZT0 ZT8
AT4G05530 ZT0 ZT12
AT4G05180 ZT16 ZT8
AT4G05090 ZT8 ZT0
AT4G05070 ZT12 ZT0
AT4G05060 ZT4 ZT0
AT4G05020 ZT16 ZT4
unknown_950 ZT8 ZT0
AT4G05160 ZT0 ZT12
AT4G05200 ZT20 ZT8
AT4G05260 ZT20 ZT8
AT4G04940 ZT20 ZT8
AT4G04610 ZT0 ZT4
AT4G04630 ZT12 ZT0
AT4G04750 ZT0 ZT12
AT4G04790 ZT0 ZT8
AT4G04840 ZT16 ZT4
AT4G04870 ZT8 ZT12
AT4G04850 ZT16 ZT0
AT4G04910 ZT4 ZT12
AT4G04955 ZT12 ZT0
AT4G04180 ZT20 ZT8
AT4G04190 ZT0 ZT8
AT4G04220 ZT4 ZT12
AT4G04210 ZT16 ZT4
AT4G04330 ZT4 ZT8
AT4G04340 ZT0 ZT8
unknown_976 ZT8 ZT16
AT4G03820 ZT0 ZT12
AT4G03940 ZT12 ZT4
unknown_989 ZT0 ZT4
AT4G04040 ZT4 ZT20
AT4G03520 ZT4 ZT16
AT4G03510 ZT0 ZT8
AT4G03610 ZT20 ZT8
AT4G03600 ZT12 ZT4
AT4G03400 ZT12 ZT4
AT4G03100 ZT20 ZT8
AT4G03110 ZT8 ZT0
AT4G02980 ZT0 ZT12
AT4G03140 ZT12 ZT0
AT4G03190 ZT12 ZT0
AT4G03200 ZT0 ZT12
AT4G03230 ZT0 ZT8
AT4G03240 ZT4 ZT0
AT4G03260 ZT8 ZT20
AT4G03410 ZT0 ZT8
AT4G03120 ZT4 ZT20
AT4G03210 ZT0 ZT8
unknown_1013 ZT0 ZT8
AT4G03070 ZT20 ZT4
AT4G03080 ZT0 ZT12
AT4G02530 ZT0 ZT16
AT4G02700 ZT12 ZT4
AT4G02750 ZT4 ZT8
AT4G02790 ZT0 ZT8
AT4G02850 ZT16 ZT4
AT4G02930 ZT0 ZT12
AT4G02920 ZT16 ZT0
AT4G02770 ZT16 ZT8
AT4G02800 ZT20 ZT8
AT4G02940 ZT8 ZT0
AT4G02990 ZT0 ZT12
AT4G03010 ZT4 ZT12
AT4G03030 ZT4 ZT0
AT4G02430 ZT12 ZT0
AT4G02370 ZT0 ZT8
AT4G02440 ZT12 ZT0
AT4G02380 ZT8 ZT0
AT4G02540 ZT4 ZT16
AT4G02550 ZT0 ZT8
AT4G02610 ZT4 ZT16
AT4G02680 ZT4 ZT16
AT4G02640 ZT8 ZT20
AT4G02590 ZT4 ZT20
AT4G02730 ZT0 ZT12
AT4G02400 ZT0 ZT4
AT4G02410 ZT20 ZT4
AT4G02420 ZT8 ZT0
AT4G02200 ZT8 ZT0
AT4G02130 ZT4 ZT16
AT4G02150 ZT0 ZT8
AT4G02220 ZT20 ZT12
AT4G02060 ZT0 ZT4
AT4G02280 ZT16 ZT4
AT4G02340 ZT0 ZT8
AT4G02360 ZT0 ZT8
AT4G01790 ZT0 ZT12
AT4G01690 ZT16 ZT8
AT4G01800 ZT12 ZT20
AT4G01860 ZT4 ZT0
AT4G01950 ZT8 ZT0
AT4G01840 ZT12 ZT0
AT4G01850 ZT12 ZT0
AT4G01960 ZT4 ZT0
AT4G01810 ZT20 ZT12
AT4G01940 ZT4 ZT12
AT4G01990 ZT20 ZT4
AT4G01740 ZT0 ZT12
unknown_1022 ZT4 ZT16
AT4G01760 ZT8 ZT20
AT4G01250 ZT8 ZT0
AT4G01050 ZT12 ZT4
AT4G01430 ZT12 ZT4
AT4G01450 ZT8 ZT0
AT4G01470 ZT20 ZT4
AT4G01550 ZT0 ZT8
AT4G01560 ZT20 ZT8
AT4G01610 ZT0 ZT12
AT4G01700 ZT0 ZT12
AT4G01720 ZT8 ZT0
AT4G00830 ZT12 ZT0
AT4G01026 ZT16 ZT8
AT4G01040 ZT12 ZT0
AT4G01080 ZT0 ZT12
AT4G01130 ZT0 ZT8
AT4G01280 ZT8 ZT0
AT4G01330 ZT12 ZT0
unknown_1030 ZT8 ZT0
AT4G00955 ZT8 ZT0
AT4G00710 ZT8 ZT0
AT4G00720 ZT12 ZT0
AT4G00730 ZT8 ZT0
AT4G00750 ZT12 ZT0
AT4G00880 ZT0 ZT12
AT4G00950 ZT12 ZT0
AT4G00960 ZT12 ZT0
AT4G00755 ZT16 ZT0
unknown_1034 ZT12 ZT4
AT4G00490 ZT8 ZT12
AT4G00550 ZT0 ZT12
AT4G00560 ZT12 ZT0
AT4G00570 ZT0 ZT16
unknown_1037 ZT20 ZT12
AT4G00630 ZT0 ZT12
AT4G00050 ZT8 ZT0
AT4G00150 ZT8 ZT0
AT4G00230 ZT16 ZT0
AT4G00040 ZT4 ZT16
AT4G00180 ZT4 ZT16
AT4G00030 ZT12 ZT0
AT4G00330 ZT4 ZT16
AT1G32080 ZT8 ZT20
AT1G32060 ZT8 ZT20
AT1G31940 ZT0 ZT12
AT3G29575 ZT16 ZT12
AT1G25530 ZT4 ZT12
unknown_1042 ZT12 ZT0
AT1G25550 ZT4 ZT0
AT1G25520 ZT12 ZT0
AT1G25380 ZT4 ZT16
AT1G25420 ZT8 ZT0
AT1G25580 ZT4 ZT12
AT1G25390 ZT0 ZT12
AT1G25560 ZT4 ZT0
AT1G31970 ZT20 ZT4
AT1G19940 ZT0 ZT4
AT1G16790 ZT20 ZT8
AT1G16780 ZT0 ZT8
AT1G16730 ZT16 ZT0
AT1G16720 ZT12 ZT0
AT1G16750 ZT8 ZT12
AT1G18610 ZT8 ZT0
AT1G18590 ZT16 ZT4
AT1G18620 ZT12 ZT0
AT1G18630 ZT8 ZT12
AT1G19860 ZT0 ZT12
AT2G33590 ZT16 ZT4
AT2G33310 ZT8 ZT0
AT2G33250 ZT8 ZT0
AT2G33480 ZT8 ZT16
AT2G33630 ZT4 ZT0
AT4G10180 ZT0 ZT4
unknown_1047 ZT16 ZT0
AT4G10170 ZT12 ZT0
AT4G10270 ZT4 ZT16
AT4G10300 ZT8 ZT16
AT4G10140 ZT4 ZT16
AT2G33330 ZT12 ZT16
AT2G40610 ZT12 ZT0
AT2G40530 ZT4 ZT0
AT2G40475 ZT20 ZT4
AT2G40490 ZT16 ZT8
AT2G40600 ZT4 ZT12
AT2G33340 ZT12 ZT0
AT2G33500 ZT0 ZT8
AT2G33530 ZT8 ZT20
AT2G33610 ZT4 ZT0
AT2G33450 ZT0 ZT12
AT1G67040 ZT8 ZT0
AT1G66970 ZT4 ZT12
AT1G67050 ZT12 ZT0
AT1G66940 ZT12 ZT20
AT5G34940 ZT8 ZT20
AT2G30320 ZT0 ZT12
AT2G30350 ZT12 ZT0
AT2G40550 ZT20 ZT4
AT1G67060 ZT8 ZT0
AT1G20280 ZT8 ZT20
AT1G20270 ZT20 ZT12
AT1G20330 ZT16 ZT0
AT1G17870 ZT16 ZT4
unknown_1052 ZT12 ZT4
AT1G17970 ZT0 ZT8
AT1G17890 ZT0 ZT12
AT1G17810 ZT12 ZT4
AT1G66980 ZT0 ZT8
AT1G22180 ZT4 ZT16
AT1G22170 ZT0 ZT12
AT1G22190 ZT8 ZT0
AT1G12640 ZT8 ZT0
AT1G12710 ZT4 ZT8
AT1G12730 ZT0 ZT8
AT1G20380 ZT0 ZT8
AT1G22370 ZT0 ZT8
AT1G22070 ZT0 ZT12
AT1G22030 ZT16 ZT8
AT1G22150 ZT20 ZT4
AT1G21980 ZT8 ZT0
AT1G22140 ZT8 ZT4
AT1G22330 ZT12 ZT0
AT1G22300 ZT0 ZT8
AT1G22280 ZT4 ZT16
AT1G22270 ZT20 ZT8
unknown_1060 ZT8 ZT0
AT3G32400 ZT12 ZT4
AT1G34030 ZT20 ZT4
AT1G33980 ZT12 ZT0
AT1G33970 ZT0 ZT8
AT1G34000 ZT12 ZT0
AT1G34150 ZT8 ZT0
AT1G29760 ZT8 ZT0
unknown_1070 ZT16 ZT4
AT1G29880 ZT0 ZT4
AT1G34065 ZT20 ZT8
AT1G19270 ZT0 ZT8
AT1G19240 ZT4 ZT16
AT1G58290 ZT16 ZT0
AT1G58270 ZT16 ZT8
AT1G58360 ZT16 ZT4
AT1G58330 ZT20 ZT8
AT1G34160 ZT0 ZT8
AT1G34130 ZT0 ZT12
unknown_1075 ZT0 ZT8
AT1G07250 ZT16 ZT4
AT1G07140 ZT4 ZT12
AT1G07110 ZT8 ZT20
unknown_1077 ZT4 ZT20
AT1G07010 ZT8 ZT0
AT1G07000 ZT4 ZT16
AT1G06960 ZT4 ZT0
AT1G07180 ZT12 ZT4
AT1G07240 ZT4 ZT16
AT1G07050 ZT4 ZT8
AT1G07040 ZT0 ZT8
AT1G07020 ZT4 ZT12
AT1G07070 ZT20 ZT8
AT1G07170 ZT4 ZT0
AT1G13690 ZT0 ZT8
AT1G13640 ZT4 ZT0
AT1G18150 ZT0 ZT8
AT1G18060 ZT16 ZT4
unknown_1079 ZT16 ZT4
AT1G20693 ZT0 ZT8
AT1G20696 ZT0 ZT8
AT1G20823 ZT20 ZT4
AT1G13650 ZT16 ZT4
AT1G13700 ZT12 ZT0
AT1G13750 ZT0 ZT12
AT1G16870 ZT0 ZT8
AT1G16830 ZT0 ZT8
AT1G16920 ZT4 ZT0
AT1G16850 ZT4 ZT8
AT1G16880 ZT8 ZT16
AT1G18190 ZT0 ZT4
AT1G18210 ZT4 ZT16
AT1G18170 ZT4 ZT12
AT1G13600 ZT12 ZT0
AT1G13570 ZT12 ZT0
AT1G48830 ZT20 ZT4
AT1G48630 ZT20 ZT4
AT1G48750 ZT8 ZT0
AT1G55080 ZT0 ZT12
AT1G55110 ZT8 ZT12
AT1G55120 ZT4 ZT16
AT1G55130 ZT0 ZT8
AT3G08510 ZT0 ZT8
AT1G30090 ZT12 ZT0
AT1G51730 ZT4 ZT0
AT1G51670 ZT16 ZT4
AT1G51620 ZT4 ZT16
AT1G51740 ZT4 ZT16
AT1G51660 ZT4 ZT12
AT1G51700 ZT16 ZT4
AT1G51680 ZT8 ZT4
AT1G30130 ZT8 ZT0
AT1G30110 ZT8 ZT0
AT1G30200 ZT12 ZT0
AT1G56340 ZT0 ZT12
AT1G56260 ZT12 ZT0
AT1G56300 ZT0 ZT8
AT1G56210 ZT8 ZT20
AT1G56200 ZT4 ZT0
AT1G56330 ZT0 ZT12
AT1G56220 ZT4 ZT20
AT1G56280 ZT12 ZT0
AT1G56190 ZT8 ZT16
AT1G58200 ZT0 ZT8
AT3G12340 ZT0 ZT12
AT3G12630 ZT4 ZT0
AT3G12570 ZT4 ZT20
AT3G12360 ZT12 ZT0
AT3G12370 ZT20 ZT4
AT3G12490 ZT0 ZT12
AT3G12350 ZT8 ZT0
AT3G12600 ZT12 ZT4
AT3G12580 ZT20 ZT12
AT3G11330 ZT8 ZT16
AT3G11250 ZT20 ZT8
AT3G11280 ZT12 ZT0
AT3G11230 ZT4 ZT16
AT3G12150 ZT12 ZT0
AT3G12290 ZT0 ZT12
unknown_1093 ZT0 ZT16
AT3G12320 ZT16 ZT0
AT3G12300 ZT8 ZT0
AT3G12090 ZT12 ZT0
AT3G12080 ZT4 ZT16
AT3G12110 ZT12 ZT4
AT3G12120 ZT4 ZT0
AT3G12620 ZT4 ZT16
AT3G12560 ZT8 ZT16
AT3G12530 ZT0 ZT12
AT3G12180 ZT4 ZT12
AT3G12270 ZT20 ZT8
AT3G12203 ZT0 ZT12
AT1G69440 ZT0 ZT12
AT1G69530 ZT12 ZT0
AT1G69490 ZT12 ZT0
AT1G69526 ZT0 ZT12
unknown_1097 ZT8 ZT16
AT1G30380 ZT16 ZT0
AT1G35910 ZT0 ZT4
AT1G54990 ZT0 ZT12
AT1G54920 ZT4 ZT0
AT1G66760 ZT12 ZT0
AT3G02340 ZT4 ZT0
AT3G02360 ZT0 ZT12
AT1G76890 ZT12 ZT20
AT1G72030 ZT8 ZT20
AT1G72060 ZT8 ZT0
AT1G72040 ZT20 ZT4
AT1G72020 ZT0 ZT12
AT1G55000 ZT4 ZT0
AT1G55040 ZT20 ZT8
AT1G66520 ZT0 ZT12
AT1G66880 ZT0 ZT12
AT1G66830 ZT0 ZT8
AT1G66840 ZT8 ZT20
AT1G66680 ZT12 ZT0
AT1G66580 ZT20 ZT4
AT1G66540 ZT16 ZT4
AT3G06150 ZT8 ZT0
AT3G06110 ZT4 ZT0
AT3G06140 ZT4 ZT20
AT3G11100 ZT8 ZT0
AT3G11200 ZT8 ZT0
unknown_1106 ZT8 ZT16
AT3G06160 ZT4 ZT12
AT1G33520 ZT12 ZT0
AT1G33420 ZT0 ZT12
AT3G11090 ZT0 ZT12
AT3G11020 ZT0 ZT8
unknown_1108 ZT0 ZT12
AT3G10985 ZT8 ZT16
unknown_1110 ZT20 ZT8
AT3G10920 ZT0 ZT12
AT3G10940 ZT0 ZT12
AT3G10930 ZT8 ZT0
AT3G10960 ZT8 ZT0
AT3G11110 ZT12 ZT4
AT1G75170 ZT8 ZT0
AT1G75240 ZT12 ZT0
AT1G75270 ZT20 ZT12
AT1G75280 ZT16 ZT4
AT1G75190 ZT4 ZT20
AT1G75180 ZT12 ZT0
unknown_1114 ZT0 ZT8
AT1G32540 ZT12 ZT4
AT1G31420 ZT8 ZT0
AT1G31410 ZT4 ZT16
AT1G31440 ZT8 ZT4
AT1G31550 ZT0 ZT12
AT1G31500 ZT20 ZT8
AT1G31580 ZT0 ZT12
AT1G75210 ZT0 ZT4
AT1G75200 ZT0 ZT8
AT1G75140 ZT0 ZT8
AT1G75300 ZT0 ZT4
AT1G33390 ZT0 ZT8
AT1G33265 ZT4 ZT12
AT1G31480 ZT4 ZT0
AT1G66130 ZT16 ZT0
AT1G66150 ZT12 ZT0
AT1G66080 ZT20 ZT12
AT1G66160 ZT12 ZT0
AT1G66070 ZT20 ZT12
AT1G66200 ZT8 ZT0
AT1G66180 ZT12 ZT0
AT1G66100 ZT12 ZT0
AT1G66140 ZT8 ZT16
AT1G33260 ZT8 ZT4
AT1G33290 ZT4 ZT0
AT1G33350 ZT0 ZT12
AT1G33250 ZT8 ZT0
AT1G42540 ZT16 ZT4
AT1G42550 ZT8 ZT0
AT1G42480 ZT0 ZT12
AT3G14840 ZT0 ZT12
AT3G14770 ZT8 ZT0
AT3G29770 ZT8 ZT0
AT3G19520 ZT4 ZT0
AT3G19550 ZT0 ZT8
AT3G28220 ZT16 ZT4
AT3G28720 ZT16 ZT4
AT3G28840 ZT20 ZT8
AT3G28760 ZT0 ZT12
AT3G28540 ZT16 ZT4
AT3G14760 ZT12 ZT4
AT3G14850 ZT0 ZT4
unknown_1150 ZT4 ZT12
AT3G29270 ZT4 ZT16
AT3G22240 ZT0 ZT12
AT3G24460 ZT12 ZT4
AT3G24450 ZT12 ZT0
AT3G19990 ZT4 ZT12
AT3G20015 ZT0 ZT8
AT3G19970 ZT8 ZT0
AT3G28340 ZT4 ZT16
AT3G13570 ZT20 ZT4
AT3G18850 ZT0 ZT8
AT3G18890 ZT20 ZT8
AT3G11964 ZT0 ZT4
AT3G12050 ZT20 ZT12
AT3G20670 ZT0 ZT12
AT3G52290 ZT12 ZT20
AT3G52360 ZT8 ZT0
AT3G52170 ZT0 ZT8
AT3G52180 ZT0 ZT12
AT3G52230 ZT8 ZT0
AT3G52340 ZT12 ZT4
AT3G20660 ZT4 ZT16
AT3G30290 ZT12 ZT4
AT2G34060 ZT12 ZT0
AT2G34090 ZT0 ZT8
AT2G34140 ZT12 ZT16
AT2G34050 ZT0 ZT12
AT2G34070 ZT8 ZT0
AT3G29400 ZT0 ZT8
AT3G29370 ZT12 ZT0
AT3G29350 ZT20 ZT4
AT3G29360 ZT0 ZT12
AT3G29320 ZT0 ZT8
AT3G29180 ZT4 ZT20
AT3G27170 ZT12 ZT0
AT3G25690 ZT8 ZT16
AT3G25600 ZT4 ZT16
AT3G25610 ZT4 ZT12
AT3G25650 ZT0 ZT8
AT3G22200 ZT0 ZT8
AT3G22231 ZT0 ZT12
AT3G13690 ZT12 ZT4
unknown_1178 ZT12 ZT0
AT3G13750 ZT8 ZT0
AT3G13770 ZT20 ZT12
AT3G13640 ZT20 ZT4
AT3G13670 ZT4 ZT12
AT3G13674 ZT0 ZT12
AT3G13790 ZT8 ZT16
AT3G13730 ZT8 ZT0
AT3G13672 ZT16 ZT0
AT3G16857 ZT12 ZT0
AT3G18600 ZT20 ZT8
AT3G18560 ZT8 ZT0
AT3G21420 ZT8 ZT20
AT3G21390 ZT8 ZT0
AT3G22180 ZT0 ZT8
AT3G22190 ZT4 ZT12
AT3G22120 ZT12 ZT16
AT3G22880 ZT20 ZT8
AT3G22900 ZT4 ZT12
AT3G22930 ZT4 ZT12
AT3G27960 ZT8 ZT16
AT3G27930 ZT0 ZT4
AT3G15110 ZT4 ZT12
AT3G15140 ZT4 ZT12
AT3G23920 ZT8 ZT0
AT3G23940 ZT0 ZT8
AT3G26380 ZT0 ZT8
AT3G26310 ZT12 ZT4
AT3G26460 ZT0 ZT4
AT3G26450 ZT16 ZT4
AT3G26410 ZT20 ZT8
AT3G19030 ZT8 ZT0
AT3G21870 ZT8 ZT0
AT3G24670 ZT8 ZT0
unknown_1200 ZT12 ZT0
AT3G23990 ZT0 ZT12
AT3G24090 ZT0 ZT12
AT3G23870 ZT0 ZT8
AT3G23880 ZT8 ZT0
AT3G18930 ZT4 ZT20
AT3G18980 ZT12 ZT0
AT3G18940 ZT4 ZT16
AT3G19010 ZT0 ZT12
AT3G22540 ZT16 ZT4
AT3G22530 ZT8 ZT0
AT3G30720 ZT8 ZT20
AT3G18990 ZT4 ZT12
AT3G13440 ZT4 ZT0
AT3G13510 ZT8 ZT0
AT3G13445 ZT0 ZT12
AT3G13560 ZT4 ZT12
AT3G13520 ZT12 ZT0
AT3G13450 ZT4 ZT0
AT3G21140 ZT4 ZT0
AT3G21110 ZT20 ZT4
AT3G13380 ZT0 ZT16
AT3G13460 ZT4 ZT0
AT3G13470 ZT0 ZT12
AT3G28700 ZT0 ZT12
AT3G14200 ZT0 ZT4
AT3G14100 ZT4 ZT20
AT3G14190 ZT20 ZT12
AT3G14210 ZT0 ZT12
AT3G14090 ZT12 ZT0
AT3G19640 ZT4 ZT12
AT3G19590 ZT0 ZT8
AT3G19710 ZT16 ZT8
AT3G19580 ZT8 ZT0
AT3G19100 ZT4 ZT0
unknown_1211 ZT0 ZT12
AT3G19280 ZT4 ZT12
AT3G19260 ZT4 ZT16
AT3G19720 ZT16 ZT4
AT3G19570 ZT12 ZT0
AT3G15260 ZT4 ZT16
AT3G15290 ZT4 ZT0
AT3G15351 ZT12 ZT0
AT3G15350 ZT0 ZT4
unknown_1215 ZT8 ZT0
AT3G18230 ZT8 ZT16
AT3G18290 ZT8 ZT16
AT3G28180 ZT12 ZT16
AT3G14220 ZT0 ZT12
AT3G19660 ZT4 ZT20
AT3G19680 ZT12 ZT0
unknown_1218 ZT0 ZT12
AT3G20490 ZT0 ZT12
AT3G20510 ZT20 ZT12
AT3G25020 ZT0 ZT12
AT3G25040 ZT20 ZT12
AT3G15300 ZT20 ZT12
AT3G20060 ZT4 ZT0
AT3G20240 ZT0 ZT8
AT3G12870 ZT20 ZT8
AT3G28910 ZT4 ZT16
AT3G27300 ZT0 ZT8
AT3G27270 ZT16 ZT4
AT3G27280 ZT20 ZT12
AT3G27230 ZT0 ZT12
AT3G27200 ZT8 ZT0
AT3G27210 ZT0 ZT8
AT3G24350 ZT0 ZT4
AT3G24430 ZT12 ZT20
AT3G23760 ZT4 ZT0
AT3G23700 ZT12 ZT20
AT3G23810 ZT0 ZT4
AT3G27190 ZT4 ZT0
AT3G23490 ZT4 ZT0
AT3G13070 ZT8 ZT20
AT3G13150 ZT0 ZT8
AT3G13222 ZT4 ZT0
AT3G13175 ZT0 ZT12
AT3G13160 ZT0 ZT12
AT3G23690 ZT4 ZT16
AT3G23710 ZT20 ZT8
AT3G23750 ZT12 ZT0
AT3G23805 ZT12 ZT0
AT3G16520 ZT12 ZT4
AT3G16530 ZT12 ZT16
AT3G14900 ZT0 ZT8
AT3G15080 ZT0 ZT8
AT3G15020 ZT0 ZT12
AT3G15040 ZT0 ZT8
AT3G15070 ZT12 ZT0
AT3G14990 ZT4 ZT0
AT3G15000 ZT20 ZT12
